"binxs","binys","binfreq","BinSize","BinningType"
79.5,5.5,11,"1 X 1 Unit","Random"
79.5,6.5,12,"1 X 1 Unit","Random"
79.5,7.5,10,"1 X 1 Unit","Random"
79.5,8.5,13,"1 X 1 Unit","Random"
79.5,9.5,8,"1 X 1 Unit","Random"
79.5,10.5,16,"1 X 1 Unit","Random"
79.5,11.5,9,"1 X 1 Unit","Random"
79.5,12.5,9,"1 X 1 Unit","Random"
79.5,13.5,10,"1 X 1 Unit","Random"
79.5,14.5,11,"1 X 1 Unit","Random"
79.5,15.5,13,"1 X 1 Unit","Random"
79.5,16.5,10,"1 X 1 Unit","Random"
79.5,17.5,13,"1 X 1 Unit","Random"
79.5,18.5,5,"1 X 1 Unit","Random"
79.5,19.5,11,"1 X 1 Unit","Random"
79.5,20.5,10,"1 X 1 Unit","Random"
79.5,21.5,12,"1 X 1 Unit","Random"
79.5,22.5,14,"1 X 1 Unit","Random"
79.5,23.5,6,"1 X 1 Unit","Random"
79.5,24.5,13,"1 X 1 Unit","Random"
79.5,25.5,7,"1 X 1 Unit","Random"
79.5,26.5,11,"1 X 1 Unit","Random"
79.5,27.5,13,"1 X 1 Unit","Random"
79.5,28.5,15,"1 X 1 Unit","Random"
79.5,29.5,11,"1 X 1 Unit","Random"
79.5,30.5,8,"1 X 1 Unit","Random"
79.5,31.5,16,"1 X 1 Unit","Random"
79.5,32.5,11,"1 X 1 Unit","Random"
79.5,33.5,8,"1 X 1 Unit","Random"
79.5,34.5,9,"1 X 1 Unit","Random"
79.5,35.5,8,"1 X 1 Unit","Random"
79.5,36.5,9,"1 X 1 Unit","Random"
79.5,37.5,8,"1 X 1 Unit","Random"
79.5,38.5,8,"1 X 1 Unit","Random"
79.5,39.5,8,"1 X 1 Unit","Random"
79.5,40.5,5,"1 X 1 Unit","Random"
79.5,41.5,10,"1 X 1 Unit","Random"
79.5,42.5,14,"1 X 1 Unit","Random"
79.5,43.5,8,"1 X 1 Unit","Random"
79.5,44.5,4,"1 X 1 Unit","Random"
79.5,45.5,12,"1 X 1 Unit","Random"
79.5,46.5,7,"1 X 1 Unit","Random"
79.5,47.5,16,"1 X 1 Unit","Random"
79.5,48.5,7,"1 X 1 Unit","Random"
79.5,49.5,11,"1 X 1 Unit","Random"
79.5,50.5,7,"1 X 1 Unit","Random"
79.5,51.5,4,"1 X 1 Unit","Random"
79.5,52.5,10,"1 X 1 Unit","Random"
79.5,53.5,17,"1 X 1 Unit","Random"
79.5,54.5,9,"1 X 1 Unit","Random"
79.5,55.5,8,"1 X 1 Unit","Random"
79.5,56.5,11,"1 X 1 Unit","Random"
79.5,57.5,7,"1 X 1 Unit","Random"
79.5,58.5,3,"1 X 1 Unit","Random"
79.5,59.5,7,"1 X 1 Unit","Random"
79.5,60.5,9,"1 X 1 Unit","Random"
79.5,61.5,11,"1 X 1 Unit","Random"
79.5,62.5,9,"1 X 1 Unit","Random"
79.5,63.5,10,"1 X 1 Unit","Random"
79.5,64.5,10,"1 X 1 Unit","Random"
79.5,65.5,9,"1 X 1 Unit","Random"
79.5,66.5,13,"1 X 1 Unit","Random"
79.5,67.5,11,"1 X 1 Unit","Random"
79.5,68.5,13,"1 X 1 Unit","Random"
79.5,69.5,10,"1 X 1 Unit","Random"
79.5,70.5,7,"1 X 1 Unit","Random"
79.5,71.5,11,"1 X 1 Unit","Random"
79.5,72.5,17,"1 X 1 Unit","Random"
79.5,73.5,3,"1 X 1 Unit","Random"
79.5,74.5,8,"1 X 1 Unit","Random"
79.5,75.5,15,"1 X 1 Unit","Random"
79.5,76.5,15,"1 X 1 Unit","Random"
79.5,77.5,9,"1 X 1 Unit","Random"
79.5,78.5,9,"1 X 1 Unit","Random"
79.5,79.5,15,"1 X 1 Unit","Random"
79.5,80.5,5,"1 X 1 Unit","Random"
79.5,81.5,7,"1 X 1 Unit","Random"
79.5,82.5,12,"1 X 1 Unit","Random"
79.5,83.5,6,"1 X 1 Unit","Random"
79.5,84.5,7,"1 X 1 Unit","Random"
79.5,85.5,10,"1 X 1 Unit","Random"
79.5,86.5,11,"1 X 1 Unit","Random"
79.5,87.5,10,"1 X 1 Unit","Random"
79.5,88.5,11,"1 X 1 Unit","Random"
79.5,89.5,9,"1 X 1 Unit","Random"
79.5,90.5,7,"1 X 1 Unit","Random"
79.5,91.5,13,"1 X 1 Unit","Random"
79.5,92.5,6,"1 X 1 Unit","Random"
79.5,93.5,6,"1 X 1 Unit","Random"
79.5,94.5,13,"1 X 1 Unit","Random"
79.5,95.5,12,"1 X 1 Unit","Random"
79.5,96.5,10,"1 X 1 Unit","Random"
79.5,97.5,7,"1 X 1 Unit","Random"
79.5,98.5,11,"1 X 1 Unit","Random"
79.5,99.5,13,"1 X 1 Unit","Random"
80.5,0.5,11,"1 X 1 Unit","Random"
80.5,1.5,12,"1 X 1 Unit","Random"
80.5,2.5,10,"1 X 1 Unit","Random"
80.5,3.5,8,"1 X 1 Unit","Random"
80.5,4.5,10,"1 X 1 Unit","Random"
80.5,5.5,10,"1 X 1 Unit","Random"
80.5,6.5,3,"1 X 1 Unit","Random"
80.5,7.5,10,"1 X 1 Unit","Random"
80.5,8.5,11,"1 X 1 Unit","Random"
80.5,9.5,13,"1 X 1 Unit","Random"
80.5,10.5,6,"1 X 1 Unit","Random"
80.5,11.5,9,"1 X 1 Unit","Random"
80.5,12.5,8,"1 X 1 Unit","Random"
80.5,13.5,10,"1 X 1 Unit","Random"
80.5,14.5,10,"1 X 1 Unit","Random"
80.5,15.5,7,"1 X 1 Unit","Random"
80.5,16.5,10,"1 X 1 Unit","Random"
80.5,17.5,9,"1 X 1 Unit","Random"
80.5,18.5,12,"1 X 1 Unit","Random"
80.5,19.5,10,"1 X 1 Unit","Random"
80.5,20.5,11,"1 X 1 Unit","Random"
80.5,21.5,10,"1 X 1 Unit","Random"
80.5,22.5,11,"1 X 1 Unit","Random"
80.5,23.5,9,"1 X 1 Unit","Random"
80.5,24.5,13,"1 X 1 Unit","Random"
80.5,25.5,4,"1 X 1 Unit","Random"
80.5,26.5,9,"1 X 1 Unit","Random"
80.5,27.5,11,"1 X 1 Unit","Random"
80.5,28.5,13,"1 X 1 Unit","Random"
80.5,29.5,12,"1 X 1 Unit","Random"
80.5,30.5,13,"1 X 1 Unit","Random"
80.5,31.5,13,"1 X 1 Unit","Random"
80.5,32.5,6,"1 X 1 Unit","Random"
80.5,33.5,16,"1 X 1 Unit","Random"
80.5,34.5,4,"1 X 1 Unit","Random"
80.5,35.5,8,"1 X 1 Unit","Random"
80.5,36.5,11,"1 X 1 Unit","Random"
80.5,37.5,12,"1 X 1 Unit","Random"
80.5,38.5,8,"1 X 1 Unit","Random"
80.5,39.5,15,"1 X 1 Unit","Random"
80.5,40.5,9,"1 X 1 Unit","Random"
80.5,41.5,5,"1 X 1 Unit","Random"
80.5,42.5,11,"1 X 1 Unit","Random"
80.5,43.5,15,"1 X 1 Unit","Random"
80.5,44.5,9,"1 X 1 Unit","Random"
80.5,45.5,9,"1 X 1 Unit","Random"
80.5,46.5,9,"1 X 1 Unit","Random"
80.5,47.5,11,"1 X 1 Unit","Random"
80.5,48.5,11,"1 X 1 Unit","Random"
80.5,49.5,11,"1 X 1 Unit","Random"
80.5,50.5,7,"1 X 1 Unit","Random"
80.5,51.5,6,"1 X 1 Unit","Random"
80.5,52.5,5,"1 X 1 Unit","Random"
80.5,53.5,8,"1 X 1 Unit","Random"
80.5,54.5,6,"1 X 1 Unit","Random"
80.5,55.5,9,"1 X 1 Unit","Random"
80.5,56.5,10,"1 X 1 Unit","Random"
80.5,57.5,7,"1 X 1 Unit","Random"
80.5,58.5,6,"1 X 1 Unit","Random"
80.5,59.5,10,"1 X 1 Unit","Random"
80.5,60.5,12,"1 X 1 Unit","Random"
80.5,61.5,9,"1 X 1 Unit","Random"
80.5,62.5,10,"1 X 1 Unit","Random"
80.5,63.5,11,"1 X 1 Unit","Random"
80.5,64.5,16,"1 X 1 Unit","Random"
80.5,65.5,14,"1 X 1 Unit","Random"
80.5,66.5,19,"1 X 1 Unit","Random"
80.5,67.5,13,"1 X 1 Unit","Random"
80.5,68.5,6,"1 X 1 Unit","Random"
80.5,69.5,10,"1 X 1 Unit","Random"
80.5,70.5,15,"1 X 1 Unit","Random"
80.5,71.5,7,"1 X 1 Unit","Random"
80.5,72.5,12,"1 X 1 Unit","Random"
80.5,73.5,13,"1 X 1 Unit","Random"
80.5,74.5,13,"1 X 1 Unit","Random"
80.5,75.5,8,"1 X 1 Unit","Random"
80.5,76.5,12,"1 X 1 Unit","Random"
80.5,77.5,8,"1 X 1 Unit","Random"
80.5,78.5,11,"1 X 1 Unit","Random"
80.5,79.5,12,"1 X 1 Unit","Random"
80.5,80.5,10,"1 X 1 Unit","Random"
80.5,81.5,11,"1 X 1 Unit","Random"
80.5,82.5,13,"1 X 1 Unit","Random"
80.5,83.5,6,"1 X 1 Unit","Random"
80.5,84.5,12,"1 X 1 Unit","Random"
80.5,85.5,12,"1 X 1 Unit","Random"
80.5,86.5,11,"1 X 1 Unit","Random"
80.5,87.5,6,"1 X 1 Unit","Random"
80.5,88.5,14,"1 X 1 Unit","Random"
80.5,89.5,11,"1 X 1 Unit","Random"
80.5,90.5,10,"1 X 1 Unit","Random"
80.5,91.5,4,"1 X 1 Unit","Random"
80.5,92.5,13,"1 X 1 Unit","Random"
80.5,93.5,5,"1 X 1 Unit","Random"
80.5,94.5,12,"1 X 1 Unit","Random"
80.5,95.5,12,"1 X 1 Unit","Random"
80.5,96.5,12,"1 X 1 Unit","Random"
80.5,97.5,3,"1 X 1 Unit","Random"
80.5,98.5,13,"1 X 1 Unit","Random"
80.5,99.5,6,"1 X 1 Unit","Random"
81.5,0.5,5,"1 X 1 Unit","Random"
81.5,1.5,12,"1 X 1 Unit","Random"
81.5,2.5,11,"1 X 1 Unit","Random"
81.5,3.5,10,"1 X 1 Unit","Random"
81.5,4.5,13,"1 X 1 Unit","Random"
81.5,5.5,11,"1 X 1 Unit","Random"
81.5,6.5,14,"1 X 1 Unit","Random"
81.5,7.5,13,"1 X 1 Unit","Random"
81.5,8.5,10,"1 X 1 Unit","Random"
81.5,9.5,11,"1 X 1 Unit","Random"
81.5,10.5,8,"1 X 1 Unit","Random"
81.5,11.5,6,"1 X 1 Unit","Random"
81.5,12.5,12,"1 X 1 Unit","Random"
81.5,13.5,7,"1 X 1 Unit","Random"
81.5,14.5,6,"1 X 1 Unit","Random"
81.5,15.5,11,"1 X 1 Unit","Random"
81.5,16.5,12,"1 X 1 Unit","Random"
81.5,17.5,11,"1 X 1 Unit","Random"
81.5,18.5,8,"1 X 1 Unit","Random"
81.5,19.5,15,"1 X 1 Unit","Random"
81.5,20.5,15,"1 X 1 Unit","Random"
81.5,21.5,13,"1 X 1 Unit","Random"
81.5,22.5,11,"1 X 1 Unit","Random"
81.5,23.5,11,"1 X 1 Unit","Random"
81.5,24.5,10,"1 X 1 Unit","Random"
81.5,25.5,6,"1 X 1 Unit","Random"
81.5,26.5,8,"1 X 1 Unit","Random"
81.5,27.5,6,"1 X 1 Unit","Random"
81.5,28.5,13,"1 X 1 Unit","Random"
81.5,29.5,15,"1 X 1 Unit","Random"
81.5,30.5,3,"1 X 1 Unit","Random"
81.5,31.5,7,"1 X 1 Unit","Random"
81.5,32.5,13,"1 X 1 Unit","Random"
81.5,33.5,16,"1 X 1 Unit","Random"
81.5,34.5,10,"1 X 1 Unit","Random"
81.5,35.5,12,"1 X 1 Unit","Random"
81.5,36.5,6,"1 X 1 Unit","Random"
81.5,37.5,8,"1 X 1 Unit","Random"
81.5,38.5,11,"1 X 1 Unit","Random"
81.5,39.5,9,"1 X 1 Unit","Random"
81.5,40.5,7,"1 X 1 Unit","Random"
81.5,41.5,10,"1 X 1 Unit","Random"
81.5,42.5,16,"1 X 1 Unit","Random"
81.5,43.5,9,"1 X 1 Unit","Random"
81.5,44.5,8,"1 X 1 Unit","Random"
81.5,45.5,13,"1 X 1 Unit","Random"
81.5,46.5,11,"1 X 1 Unit","Random"
81.5,47.5,12,"1 X 1 Unit","Random"
81.5,48.5,11,"1 X 1 Unit","Random"
81.5,49.5,2,"1 X 1 Unit","Random"
81.5,50.5,11,"1 X 1 Unit","Random"
81.5,51.5,6,"1 X 1 Unit","Random"
81.5,52.5,9,"1 X 1 Unit","Random"
81.5,53.5,12,"1 X 1 Unit","Random"
81.5,54.5,11,"1 X 1 Unit","Random"
81.5,55.5,12,"1 X 1 Unit","Random"
81.5,56.5,18,"1 X 1 Unit","Random"
81.5,57.5,8,"1 X 1 Unit","Random"
81.5,58.5,9,"1 X 1 Unit","Random"
81.5,59.5,10,"1 X 1 Unit","Random"
81.5,60.5,11,"1 X 1 Unit","Random"
81.5,61.5,5,"1 X 1 Unit","Random"
81.5,62.5,8,"1 X 1 Unit","Random"
81.5,63.5,14,"1 X 1 Unit","Random"
81.5,64.5,11,"1 X 1 Unit","Random"
81.5,65.5,9,"1 X 1 Unit","Random"
81.5,66.5,5,"1 X 1 Unit","Random"
81.5,67.5,7,"1 X 1 Unit","Random"
81.5,68.5,10,"1 X 1 Unit","Random"
81.5,69.5,11,"1 X 1 Unit","Random"
81.5,70.5,8,"1 X 1 Unit","Random"
81.5,71.5,8,"1 X 1 Unit","Random"
81.5,72.5,6,"1 X 1 Unit","Random"
81.5,73.5,12,"1 X 1 Unit","Random"
81.5,74.5,9,"1 X 1 Unit","Random"
81.5,75.5,8,"1 X 1 Unit","Random"
81.5,76.5,8,"1 X 1 Unit","Random"
81.5,77.5,4,"1 X 1 Unit","Random"
81.5,78.5,9,"1 X 1 Unit","Random"
81.5,79.5,7,"1 X 1 Unit","Random"
81.5,80.5,5,"1 X 1 Unit","Random"
81.5,81.5,14,"1 X 1 Unit","Random"
81.5,82.5,15,"1 X 1 Unit","Random"
81.5,83.5,2,"1 X 1 Unit","Random"
81.5,84.5,13,"1 X 1 Unit","Random"
81.5,85.5,13,"1 X 1 Unit","Random"
81.5,86.5,20,"1 X 1 Unit","Random"
81.5,87.5,6,"1 X 1 Unit","Random"
81.5,88.5,13,"1 X 1 Unit","Random"
81.5,89.5,9,"1 X 1 Unit","Random"
81.5,90.5,7,"1 X 1 Unit","Random"
81.5,91.5,11,"1 X 1 Unit","Random"
81.5,92.5,4,"1 X 1 Unit","Random"
81.5,93.5,4,"1 X 1 Unit","Random"
81.5,94.5,9,"1 X 1 Unit","Random"
81.5,95.5,6,"1 X 1 Unit","Random"
81.5,96.5,9,"1 X 1 Unit","Random"
81.5,97.5,12,"1 X 1 Unit","Random"
81.5,98.5,12,"1 X 1 Unit","Random"
81.5,99.5,16,"1 X 1 Unit","Random"
82.5,0.5,8,"1 X 1 Unit","Random"
82.5,1.5,13,"1 X 1 Unit","Random"
82.5,2.5,8,"1 X 1 Unit","Random"
82.5,3.5,8,"1 X 1 Unit","Random"
82.5,4.5,10,"1 X 1 Unit","Random"
82.5,5.5,10,"1 X 1 Unit","Random"
82.5,6.5,8,"1 X 1 Unit","Random"
82.5,7.5,4,"1 X 1 Unit","Random"
82.5,8.5,6,"1 X 1 Unit","Random"
82.5,9.5,6,"1 X 1 Unit","Random"
82.5,10.5,3,"1 X 1 Unit","Random"
82.5,11.5,9,"1 X 1 Unit","Random"
82.5,12.5,11,"1 X 1 Unit","Random"
82.5,13.5,9,"1 X 1 Unit","Random"
82.5,14.5,7,"1 X 1 Unit","Random"
82.5,15.5,8,"1 X 1 Unit","Random"
82.5,16.5,12,"1 X 1 Unit","Random"
82.5,17.5,12,"1 X 1 Unit","Random"
82.5,18.5,10,"1 X 1 Unit","Random"
82.5,19.5,14,"1 X 1 Unit","Random"
82.5,20.5,7,"1 X 1 Unit","Random"
82.5,21.5,5,"1 X 1 Unit","Random"
82.5,22.5,14,"1 X 1 Unit","Random"
82.5,23.5,6,"1 X 1 Unit","Random"
82.5,24.5,14,"1 X 1 Unit","Random"
82.5,25.5,8,"1 X 1 Unit","Random"
82.5,26.5,16,"1 X 1 Unit","Random"
82.5,27.5,9,"1 X 1 Unit","Random"
82.5,28.5,11,"1 X 1 Unit","Random"
82.5,29.5,14,"1 X 1 Unit","Random"
82.5,30.5,15,"1 X 1 Unit","Random"
82.5,31.5,8,"1 X 1 Unit","Random"
82.5,32.5,10,"1 X 1 Unit","Random"
82.5,33.5,9,"1 X 1 Unit","Random"
82.5,34.5,16,"1 X 1 Unit","Random"
82.5,35.5,7,"1 X 1 Unit","Random"
82.5,36.5,11,"1 X 1 Unit","Random"
82.5,37.5,10,"1 X 1 Unit","Random"
82.5,38.5,15,"1 X 1 Unit","Random"
82.5,39.5,12,"1 X 1 Unit","Random"
82.5,40.5,17,"1 X 1 Unit","Random"
82.5,41.5,9,"1 X 1 Unit","Random"
82.5,42.5,10,"1 X 1 Unit","Random"
82.5,43.5,6,"1 X 1 Unit","Random"
82.5,44.5,6,"1 X 1 Unit","Random"
82.5,45.5,4,"1 X 1 Unit","Random"
82.5,46.5,8,"1 X 1 Unit","Random"
82.5,47.5,9,"1 X 1 Unit","Random"
82.5,48.5,8,"1 X 1 Unit","Random"
82.5,49.5,9,"1 X 1 Unit","Random"
82.5,50.5,17,"1 X 1 Unit","Random"
82.5,51.5,17,"1 X 1 Unit","Random"
82.5,52.5,6,"1 X 1 Unit","Random"
82.5,53.5,14,"1 X 1 Unit","Random"
82.5,54.5,9,"1 X 1 Unit","Random"
82.5,55.5,8,"1 X 1 Unit","Random"
82.5,56.5,7,"1 X 1 Unit","Random"
82.5,57.5,10,"1 X 1 Unit","Random"
82.5,58.5,7,"1 X 1 Unit","Random"
82.5,59.5,10,"1 X 1 Unit","Random"
82.5,60.5,12,"1 X 1 Unit","Random"
82.5,61.5,18,"1 X 1 Unit","Random"
82.5,62.5,12,"1 X 1 Unit","Random"
82.5,63.5,6,"1 X 1 Unit","Random"
82.5,64.5,13,"1 X 1 Unit","Random"
82.5,65.5,11,"1 X 1 Unit","Random"
82.5,66.5,11,"1 X 1 Unit","Random"
82.5,67.5,10,"1 X 1 Unit","Random"
82.5,68.5,8,"1 X 1 Unit","Random"
82.5,69.5,13,"1 X 1 Unit","Random"
82.5,70.5,8,"1 X 1 Unit","Random"
82.5,71.5,17,"1 X 1 Unit","Random"
82.5,72.5,11,"1 X 1 Unit","Random"
82.5,73.5,14,"1 X 1 Unit","Random"
82.5,74.5,12,"1 X 1 Unit","Random"
82.5,75.5,8,"1 X 1 Unit","Random"
82.5,76.5,15,"1 X 1 Unit","Random"
82.5,77.5,16,"1 X 1 Unit","Random"
82.5,78.5,12,"1 X 1 Unit","Random"
82.5,79.5,9,"1 X 1 Unit","Random"
82.5,80.5,9,"1 X 1 Unit","Random"
82.5,81.5,8,"1 X 1 Unit","Random"
82.5,82.5,15,"1 X 1 Unit","Random"
82.5,83.5,12,"1 X 1 Unit","Random"
82.5,84.5,13,"1 X 1 Unit","Random"
82.5,85.5,10,"1 X 1 Unit","Random"
82.5,86.5,11,"1 X 1 Unit","Random"
82.5,87.5,11,"1 X 1 Unit","Random"
82.5,88.5,10,"1 X 1 Unit","Random"
82.5,89.5,10,"1 X 1 Unit","Random"
82.5,90.5,10,"1 X 1 Unit","Random"
82.5,91.5,14,"1 X 1 Unit","Random"
82.5,92.5,10,"1 X 1 Unit","Random"
82.5,93.5,7,"1 X 1 Unit","Random"
82.5,94.5,15,"1 X 1 Unit","Random"
82.5,95.5,5,"1 X 1 Unit","Random"
82.5,96.5,6,"1 X 1 Unit","Random"
82.5,97.5,7,"1 X 1 Unit","Random"
82.5,98.5,7,"1 X 1 Unit","Random"
82.5,99.5,12,"1 X 1 Unit","Random"
83.5,0.5,14,"1 X 1 Unit","Random"
83.5,1.5,7,"1 X 1 Unit","Random"
83.5,2.5,11,"1 X 1 Unit","Random"
83.5,3.5,14,"1 X 1 Unit","Random"
83.5,4.5,11,"1 X 1 Unit","Random"
83.5,5.5,9,"1 X 1 Unit","Random"
83.5,6.5,9,"1 X 1 Unit","Random"
83.5,7.5,14,"1 X 1 Unit","Random"
83.5,8.5,15,"1 X 1 Unit","Random"
83.5,9.5,8,"1 X 1 Unit","Random"
83.5,10.5,8,"1 X 1 Unit","Random"
83.5,11.5,13,"1 X 1 Unit","Random"
83.5,12.5,14,"1 X 1 Unit","Random"
83.5,13.5,14,"1 X 1 Unit","Random"
83.5,14.5,15,"1 X 1 Unit","Random"
83.5,15.5,11,"1 X 1 Unit","Random"
83.5,16.5,12,"1 X 1 Unit","Random"
83.5,17.5,13,"1 X 1 Unit","Random"
83.5,18.5,17,"1 X 1 Unit","Random"
83.5,19.5,5,"1 X 1 Unit","Random"
83.5,20.5,9,"1 X 1 Unit","Random"
83.5,21.5,11,"1 X 1 Unit","Random"
83.5,22.5,13,"1 X 1 Unit","Random"
83.5,23.5,6,"1 X 1 Unit","Random"
83.5,24.5,8,"1 X 1 Unit","Random"
83.5,25.5,12,"1 X 1 Unit","Random"
83.5,26.5,10,"1 X 1 Unit","Random"
83.5,27.5,6,"1 X 1 Unit","Random"
83.5,28.5,15,"1 X 1 Unit","Random"
83.5,29.5,15,"1 X 1 Unit","Random"
83.5,30.5,9,"1 X 1 Unit","Random"
83.5,31.5,11,"1 X 1 Unit","Random"
83.5,32.5,14,"1 X 1 Unit","Random"
83.5,33.5,12,"1 X 1 Unit","Random"
83.5,34.5,9,"1 X 1 Unit","Random"
83.5,35.5,11,"1 X 1 Unit","Random"
83.5,36.5,7,"1 X 1 Unit","Random"
83.5,37.5,11,"1 X 1 Unit","Random"
83.5,38.5,9,"1 X 1 Unit","Random"
83.5,39.5,10,"1 X 1 Unit","Random"
83.5,40.5,8,"1 X 1 Unit","Random"
83.5,41.5,9,"1 X 1 Unit","Random"
83.5,42.5,6,"1 X 1 Unit","Random"
83.5,43.5,11,"1 X 1 Unit","Random"
83.5,44.5,9,"1 X 1 Unit","Random"
83.5,45.5,10,"1 X 1 Unit","Random"
83.5,46.5,11,"1 X 1 Unit","Random"
83.5,47.5,9,"1 X 1 Unit","Random"
83.5,48.5,15,"1 X 1 Unit","Random"
83.5,49.5,15,"1 X 1 Unit","Random"
83.5,50.5,5,"1 X 1 Unit","Random"
83.5,51.5,12,"1 X 1 Unit","Random"
83.5,52.5,10,"1 X 1 Unit","Random"
83.5,53.5,8,"1 X 1 Unit","Random"
83.5,54.5,6,"1 X 1 Unit","Random"
83.5,55.5,20,"1 X 1 Unit","Random"
83.5,56.5,15,"1 X 1 Unit","Random"
83.5,57.5,9,"1 X 1 Unit","Random"
83.5,58.5,9,"1 X 1 Unit","Random"
83.5,59.5,10,"1 X 1 Unit","Random"
83.5,60.5,12,"1 X 1 Unit","Random"
83.5,61.5,12,"1 X 1 Unit","Random"
83.5,62.5,9,"1 X 1 Unit","Random"
83.5,63.5,12,"1 X 1 Unit","Random"
83.5,64.5,7,"1 X 1 Unit","Random"
83.5,65.5,7,"1 X 1 Unit","Random"
83.5,66.5,8,"1 X 1 Unit","Random"
83.5,67.5,11,"1 X 1 Unit","Random"
83.5,68.5,6,"1 X 1 Unit","Random"
83.5,69.5,14,"1 X 1 Unit","Random"
83.5,70.5,8,"1 X 1 Unit","Random"
83.5,71.5,18,"1 X 1 Unit","Random"
83.5,72.5,8,"1 X 1 Unit","Random"
83.5,73.5,6,"1 X 1 Unit","Random"
83.5,74.5,7,"1 X 1 Unit","Random"
83.5,75.5,6,"1 X 1 Unit","Random"
83.5,76.5,11,"1 X 1 Unit","Random"
83.5,77.5,5,"1 X 1 Unit","Random"
83.5,78.5,14,"1 X 1 Unit","Random"
83.5,79.5,15,"1 X 1 Unit","Random"
83.5,80.5,9,"1 X 1 Unit","Random"
83.5,81.5,15,"1 X 1 Unit","Random"
83.5,82.5,9,"1 X 1 Unit","Random"
83.5,83.5,10,"1 X 1 Unit","Random"
83.5,84.5,12,"1 X 1 Unit","Random"
83.5,85.5,11,"1 X 1 Unit","Random"
83.5,86.5,9,"1 X 1 Unit","Random"
83.5,87.5,9,"1 X 1 Unit","Random"
83.5,88.5,7,"1 X 1 Unit","Random"
83.5,89.5,15,"1 X 1 Unit","Random"
83.5,90.5,9,"1 X 1 Unit","Random"
83.5,91.5,11,"1 X 1 Unit","Random"
83.5,92.5,8,"1 X 1 Unit","Random"
83.5,93.5,7,"1 X 1 Unit","Random"
83.5,94.5,8,"1 X 1 Unit","Random"
83.5,95.5,9,"1 X 1 Unit","Random"
83.5,96.5,8,"1 X 1 Unit","Random"
83.5,97.5,8,"1 X 1 Unit","Random"
83.5,98.5,12,"1 X 1 Unit","Random"
83.5,99.5,12,"1 X 1 Unit","Random"
84.5,0.5,11,"1 X 1 Unit","Random"
84.5,1.5,10,"1 X 1 Unit","Random"
84.5,2.5,8,"1 X 1 Unit","Random"
84.5,3.5,7,"1 X 1 Unit","Random"
84.5,4.5,13,"1 X 1 Unit","Random"
84.5,5.5,10,"1 X 1 Unit","Random"
84.5,6.5,9,"1 X 1 Unit","Random"
84.5,7.5,13,"1 X 1 Unit","Random"
84.5,8.5,11,"1 X 1 Unit","Random"
84.5,9.5,9,"1 X 1 Unit","Random"
84.5,10.5,10,"1 X 1 Unit","Random"
84.5,11.5,9,"1 X 1 Unit","Random"
84.5,12.5,14,"1 X 1 Unit","Random"
84.5,13.5,15,"1 X 1 Unit","Random"
84.5,14.5,12,"1 X 1 Unit","Random"
84.5,15.5,13,"1 X 1 Unit","Random"
84.5,16.5,12,"1 X 1 Unit","Random"
84.5,17.5,11,"1 X 1 Unit","Random"
84.5,18.5,6,"1 X 1 Unit","Random"
84.5,19.5,7,"1 X 1 Unit","Random"
84.5,20.5,10,"1 X 1 Unit","Random"
84.5,21.5,8,"1 X 1 Unit","Random"
84.5,22.5,12,"1 X 1 Unit","Random"
84.5,23.5,8,"1 X 1 Unit","Random"
84.5,24.5,7,"1 X 1 Unit","Random"
84.5,25.5,9,"1 X 1 Unit","Random"
84.5,26.5,10,"1 X 1 Unit","Random"
84.5,27.5,6,"1 X 1 Unit","Random"
84.5,28.5,7,"1 X 1 Unit","Random"
84.5,29.5,6,"1 X 1 Unit","Random"
84.5,30.5,7,"1 X 1 Unit","Random"
84.5,31.5,9,"1 X 1 Unit","Random"
84.5,32.5,9,"1 X 1 Unit","Random"
84.5,33.5,11,"1 X 1 Unit","Random"
84.5,34.5,7,"1 X 1 Unit","Random"
84.5,35.5,13,"1 X 1 Unit","Random"
84.5,36.5,5,"1 X 1 Unit","Random"
84.5,37.5,14,"1 X 1 Unit","Random"
84.5,38.5,7,"1 X 1 Unit","Random"
84.5,39.5,5,"1 X 1 Unit","Random"
84.5,40.5,16,"1 X 1 Unit","Random"
84.5,41.5,6,"1 X 1 Unit","Random"
84.5,42.5,8,"1 X 1 Unit","Random"
84.5,43.5,10,"1 X 1 Unit","Random"
84.5,44.5,12,"1 X 1 Unit","Random"
84.5,45.5,10,"1 X 1 Unit","Random"
84.5,46.5,12,"1 X 1 Unit","Random"
84.5,47.5,11,"1 X 1 Unit","Random"
84.5,48.5,13,"1 X 1 Unit","Random"
84.5,49.5,13,"1 X 1 Unit","Random"
84.5,50.5,11,"1 X 1 Unit","Random"
84.5,51.5,11,"1 X 1 Unit","Random"
84.5,52.5,13,"1 X 1 Unit","Random"
84.5,53.5,11,"1 X 1 Unit","Random"
84.5,54.5,10,"1 X 1 Unit","Random"
84.5,55.5,8,"1 X 1 Unit","Random"
84.5,56.5,12,"1 X 1 Unit","Random"
84.5,57.5,8,"1 X 1 Unit","Random"
84.5,58.5,15,"1 X 1 Unit","Random"
84.5,59.5,8,"1 X 1 Unit","Random"
84.5,60.5,10,"1 X 1 Unit","Random"
84.5,61.5,10,"1 X 1 Unit","Random"
84.5,62.5,11,"1 X 1 Unit","Random"
84.5,63.5,6,"1 X 1 Unit","Random"
